Record_ID,Timestamp,Container_ID,Shipment_ID,Product_Name,Origin_City,Destination_City,Temperature_C,Humidity_percentage,Vibration_Level,Travel_Distance_KM,Remaining_Distance_KM,Transit_Time_Hours,Shelf_Life_Remaining_Hours,Spoilage_Risk_percentage,Quality_Score,Product_Weight_KG,Market_Price_per_KG,Estimated_Revenue,Estimated_Loss,Arbitrage_Profit,Recommended_Action,Alert_Level
16975,53:00.7,CONT-17974,SHIP-21974,Tomato,Hyderabad,Mumbai,8.71,62.04,3.1,726,605.61,15.5,206,29.54,70.46,534,,25632,7570.57,18061.43,Continue,Green
3744,05:00.7,CONT-4743,SHIP-8743,Apple,Pune,Jaipur,14.19,,6.03,979,723.38,16.26,192,43.71,56.29,2237,169,378053,165264.72,212788.28,Immediate Delivery,Yellow
7472,27:00.7,CONT-8471,SHIP-12471,Potato,Pune,Jaipur,18.69,49.18,1,1563,1002.3,25.64,141,50.43,49.57,4287,157,673059,339451.97,333607.03,Immediate Delivery,Yellow
28476,00:00.7,CONT-29475,SHIP-33475,Banana,Hyderabad,Lucknow,15.44,63.44,5.37,2454,719.67,39.1,131,57.72,42.28,1069,46,49174,28383.13,20790.87,Immediate Delivery,Yellow
20445,06:00.7,CONT-21444,SHIP-25444,Grapes,Nagpur,Delhi,14.61,60.53,4.07,361,121.96,6.01,199,35.05,64.95,4658,170,791860,277525.97,514334.03,Continue,Green
27383,01:00.7,CONT-28382,SHIP-32382,Orange,Nagpur,Lucknow,17.16,60.75,1.14,1197,600.04,17.78,107,47.29,52.71,3201,51,163251,77196.81,86054.19,Immediate Delivery,Yellow
7441,11:00.7,CONT-8440,SHIP-12440,Mango,Chennai,Delhi,29.61,60.75,4.26,2101,1359.48,44.43,50,88.18,11.82,4676,123,575148,507177.79,67970.21,Reroute,Red
11232,14:00.7,CONT-12231,SHIP-16231,Avocado,Nashik,Ahmedabad,24.86,65.1,4.68,2237,1973.29,32.69,206,73.37,26.63,1380,124,171120,125558.1,45561.9,Reroute,Red
24469,02:00.7,CONT-25468,SHIP-29468,Tomato,Pune,Lucknow,19.13,69.82,3.54,1389,260.27,30.58,115,62.53,37.47,2029,57,115653,72319.27,43333.73,Immediate Delivery,Yellow
4665,22:00.7,CONT-5664,SHIP-9664,Apple,Chennai,Kolkata,23.02,70.45,4.67,2022,315.61,44.28,99,78.79,21.21,3664,41,150224,118358.71,31865.29,Reroute,Red
24269,04:00.7,CONT-25268,SHIP-29268,Banana,Nagpur,Delhi,18.71,51.65,5.02,2480,2011,43.8,208,62.36,37.64,3899,89,347011,216389.12,130621.88,Immediate Delivery,Yellow
21824,49:00.7,CONT-22823,SHIP-26823,Orange,Nagpur,Kolkata,17.12,62.2,3.8,1687,1265.47,34.79,146,57.99,42.01,4994,79,394526,228775.79,165750.21,Immediate Delivery,Yellow
12320,39:00.7,CONT-13319,SHIP-17319,Tomato,Pune,Lucknow,21.72,81.86,2.35,1936,1309.37,28.14,196,71.07,28.93,1327,137,181799,129210.57,52588.43,Reroute,Red
12410,19:00.7,CONT-13409,SHIP-17409,Orange,Bengaluru,Lucknow,18.3,54.88,5.03,2347,1219.01,40.92,94,61.11,38.89,3952,41,162032,99011.84,63020.16,Immediate Delivery,Yellow
7177,08:00.7,CONT-8176,SHIP-12176,Potato,Chennai,Delhi,17.08,55,3.7,510,210.41,8.99,234,39.56,60.44,4058,87,353046,139681.55,213364.45,Continue,Green
18767,17:00.7,CONT-19766,SHIP-23766,Avocado,Hyderabad,Lucknow,16,67.75,2.17,545,39.01,9.62,219,42.87,57.13,1896,81,153576,65833.94,87742.06,Immediate Delivery,Yellow
29089,59:00.7,CONT-30088,SHIP-34088,Potato,Hyderabad,Mumbai,17.69,55.79,,599,245.63,10.71,165,42.13,57.87,3459,109,377031,158828.31,218202.69,Immediate Delivery,Yellow
2125,11:00.7,CONT-3124,SHIP-7124,Mango,Hyderabad,Lucknow,14.46,74.36,3.54,1624,1247.41,28.71,111,53.89,46.11,2699,97,261803,141096.37,120706.63,Immediate Delivery,Yellow
3977,55:00.7,CONT-4976,SHIP-8976,Avocado,Pune,Jaipur,24.73,75.03,3.18,1092,308.27,17.49,219,67.97,32.03,1082,173,187186,127227.1,59958.9,Immediate Delivery,Yellow
10170,24:00.7,CONT-11169,SHIP-15169,Mango,Bengaluru,Jaipur,20.16,77.92,1.75,911,87.24,16.56,87,59.42,40.58,1392,162,225504,133987.86,91516.14,Immediate Delivery,Yellow
3764,02:00.7,CONT-4763,SHIP-8763,Orange,Nagpur,Jaipur,20.91,78.47,4.86,746,166.72,16.11,52,60.88,39.12,4755,154,732270,445835.83,286434.17,Immediate Delivery,Yellow
80,55:00.7,CONT-1079,SHIP-5079,Orange,Nagpur,Kolkata,22.7,70.88,5.85,1041,81,18.22,156,62.69,37.31,2884,77,222068,139217.72,82850.28,Immediate Delivery,Yellow
4562,45:00.7,CONT-5561,SHIP-9561,Mango,Nagpur,Delhi,14.78,62.96,1.93,2490,291.48,52.38,183,64.17,35.83,1733,143,247819,159018.84,88800.16,Immediate Delivery,Yellow
11026,11:00.7,CONT-12025,SHIP-16025,Potato,Chennai,Mumbai,59,96,4.27,2074,1663.52,30.85,148,70.8,29.2,1062,96,101952,72184.8,29767.2,Reroute,Red
12684,27:00.7,CONT-13683,SHIP-17683,Orange,Bengaluru,Ahmedabad,17.98,66,5.4,1216,918.82,18.97,97,51.74,48.26,4296,123,528408,273404.28,255003.72,Immediate Delivery,Yellow
17103,09:00.7,CONT-18102,SHIP-22102,Tomato,Hyderabad,Lucknow,12.81,70.37,3.82,1225,387.07,23.55,219,45.9,54.1,1030,59,60770,27895.36,32874.64,Immediate Delivery,Yellow
20883,49:00.7,CONT-21882,SHIP-25882,Potato,Nashik,Jaipur,18.31,56.64,2.64,1278,1040.39,22.68,25,50.88,49.12,4506,94,423564,215527.1,208036.9,Immediate Delivery,Yellow
24676,48:00.7,CONT-25675,SHIP-29675,Mango,Chennai,Kolkata,19.98,72.35,,2233,810.88,44.82,65,73.79,26.21,2543,171,434853,320899.57,113953.43,Reroute,Red
16168,01:00.7,CONT-17167,SHIP-21167,Avocado,Pune,Lucknow,18.28,78.94,2.97,1078,338.25,23.26,233,60.08,39.92,4957,166,822862,494413.69,328448.31,Immediate Delivery,Yellow
22858,00:00.7,CONT-23857,SHIP-27857,Tomato,Nagpur,Kolkata,14.34,57.01,4.94,878,199.82,14.52,35,38.2,61.8,2125,71,150875,57638.52,93236.48,Continue,Green
14975,35:00.7,CONT-15974,SHIP-19974,Tomato,Pune,Jaipur,16.91,57.32,3.45,1418,980,24.03,222,49.16,50.84,3185,142,452270,222329.73,229940.27,Immediate Delivery,Yellow
23435,47:00.7,CONT-24434,SHIP-28434,Mango,Nashik,Jaipur,13.1,71.02,3.36,2222,1386.67,32.92,178,52.37,47.63,4889,58,283562,148497.32,135064.68,Immediate Delivery,Yellow
6178,44:00.7,CONT-7177,SHIP-11177,Apple,Chennai,Mumbai,22.85,50.86,4.68,2217,412.58,44.63,37,70.82,29.18,1294,46,59524,42152.05,17371.95,Reroute,Red
6248,08:00.7,CONT-7247,SHIP-11247,Mango,Bengaluru,Kolkata,21.98,59.4,4.62,2089,1713.61,42.74,232,71.37,28.63,2967,127,376809,268923.69,107885.31,Reroute,Red
18354,01:00.7,CONT-19353,SHIP-23353,Apple,Hyderabad,Delhi,11.2,54.59,4.08,214,182.99,3.47,149,24.32,75.68,2246,86,193156,46984.59,146171.41,Continue,Green
21774,10:00.7,CONT-22773,SHIP-26773,Grapes,Nashik,Lucknow,10.64,68.72,4.76,1690,1471.72,34.45,171,47.44,52.56,1813,123,222999,105782.18,117216.82,Immediate Delivery,Yellow
5401,55:00.7,CONT-6400,SHIP-10400,Grapes,Nashik,Delhi,18.84,78.79,3.07,1508,551.1,23.66,150,61.39,38.61,3534,90,318060,195241.67,122818.33,Immediate Delivery,Yellow
21941,47:00.7,CONT-22940,SHIP-26940,Apple,Nagpur,Jaipur,17.97,57.94,5.45,1179,111.35,19.38,139,48.75,51.25,2793,105,293265,142978.89,150286.11,Immediate Delivery,Yellow
4802,24:00.7,CONT-5801,SHIP-9801,Apple,Bengaluru,Lucknow,19.1,53.6,3.76,240,170.04,3.84,87,39.94,60.06,3879,139,539181,215343.59,323837.41,Continue,Green
12576,11:00.7,CONT-13575,SHIP-17575,Grapes,Nagpur,Lucknow,16.16,72.45,3.93,1966,1658.12,39.19,101,62.81,37.19,4982,78,388596,244072.19,144523.81,Immediate Delivery,Yellow
13242,07:00.7,CONT-14241,SHIP-18241,Potato,Chennai,Mumbai,20.94,54.84,6.01,1272,304.29,24.68,233,56.63,43.37,3659,71,259789,147124.88,112664.12,Immediate Delivery,Yellow
24948,27:00.7,CONT-25947,SHIP-29947,Avocado,Bengaluru,Delhi,46,99,4.05,491,427.58,8.7,182,26.81,73.19,2758,130,358540,96139.28,262400.72,Continue,Green
107,47:00.7,CONT-1106,SHIP-5106,Potato,Hyderabad,Kolkata,18,63.75,2.69,1110,894.94,17.32,81,49.9,50.1,1633,141,230253,114892.27,115360.73,Immediate Delivery,Yellow
28580,42:00.7,CONT-29579,SHIP-33579,Apple,Nashik,Mumbai,21.11,62.65,2.27,299,182.05,6.31,54,49.07,50.93,3413,178,607514,298099.9,309414.1,Immediate Delivery,Yellow
26341,19:00.7,CONT-27340,SHIP-31340,Potato,Nashik,Jaipur,17.6,63.03,4.57,2397,711.61,38.99,94,61.8,38.2,3924,47,184428,113974.18,70453.82,Immediate Delivery,Yellow
3405,59:00.7,CONT-4404,SHIP-8404,Tomato,Nagpur,Delhi,19.95,69.92,3.37,510,253.06,9.1,190,51.33,48.67,4953,76,376428,193212.31,183215.69,Immediate Delivery,Yellow
16103,32:00.7,CONT-17102,SHIP-21102,Avocado,Hyderabad,Jaipur,16.1,58,3.73,2259,710.73,46.88,180,61.54,38.46,799,131,104669,64408.91,40260.09,Immediate Delivery,Yellow
7717,42:00.7,CONT-8716,SHIP-12716,Grapes,Nagpur,Lucknow,23.69,74.32,5.1,473,269.79,8.77,222,60.38,39.62,3307,150,496050,299493.5,196556.5,Immediate Delivery,Yellow
13349,27:00.7,CONT-14348,SHIP-18348,Apple,Hyderabad,Lucknow,17.77,75.41,1.99,317,218.09,6.03,233,47.32,52.68,4115,163,670745,317397.37,353347.63,Immediate Delivery,Yellow
17471,43:00.7,CONT-18470,SHIP-22470,Apple,Nagpur,Kolkata,14.54,67.41,5.7,711,110.03,10.87,180,40.57,59.43,4842,157,760194,308382.18,451811.82,Immediate Delivery,Yellow
6526,17:00.7,CONT-7525,SHIP-11525,Avocado,Chennai,Kolkata,22.47,67.53,4.61,739,592.11,15.51,174,59.25,40.75,1860,96,178560,105802.17,72757.83,Immediate Delivery,Yellow
22606,11:00.7,CONT-23605,SHIP-27605,Grapes,Bengaluru,Lucknow,17.35,61.37,4.73,1242,599.62,21.45,53,50.12,49.88,2301,95,218595,109558.1,109036.9,Immediate Delivery,Yellow
6388,09:00.7,CONT-7387,SHIP-11387,Potato,Nagpur,Mumbai,21.02,76.92,3.95,2039,334.97,34.02,230,71.22,28.78,2374,135,320490,228240.36,92249.64,Reroute,Red
21333,02:00.7,CONT-22332,SHIP-26332,Grapes,Nashik,Delhi,14.47,54.15,4.58,341,164.24,5.08,80,31.65,68.35,648,76,49248,15588,33660,Continue,Green
2977,01:00.7,CONT-3976,SHIP-7976,Orange,Chennai,Lucknow,21.2,68.4,1.98,1461,1236.84,27.32,32,64.15,35.85,2180,174,379320,243344.86,135975.14,Immediate Delivery,Yellow
1529,38:00.7,CONT-2528,SHIP-6528,Potato,Chennai,Delhi,20.05,58.98,1.63,1624,275.86,33.04,132,61.51,38.49,586,,35160,21627.43,13532.57,Immediate Delivery,Yellow
9855,14:00.7,CONT-10854,SHIP-14854,Tomato,Nagpur,Mumbai,16.15,75.31,3.6,327,107,5.87,213,43.95,56.05,1340,64,85760,37694.83,48065.17,Immediate Delivery,Yellow
456,58:00.7,CONT-1455,SHIP-5455,Banana,Chennai,Ahmedabad,21.04,44.61,4.11,1974,1663.52,43.5,44,64.03,35.97,1193,170,202810,129866.75,72943.25,Immediate Delivery,Yellow
27223,59:00.7,CONT-28222,SHIP-32222,Tomato,Nashik,Lucknow,17.61,65.96,3.68,1569,1224.35,27.51,179,56.1,43.9,935,97,90695,50881.96,39813.04,Immediate Delivery,Yellow
16694,26:00.7,CONT-17693,SHIP-21693,Potato,Bengaluru,Delhi,17.74,75.54,4.47,853,163.22,17.4,107,54.13,45.87,2565,133,341145,184655.12,156489.88,Immediate Delivery,Yellow
9287,02:00.7,CONT-10286,SHIP-14286,Avocado,Bengaluru,Kolkata,17,67.44,1.55,2443,1953.83,35.72,195,60.41,39.59,2016,47,94752,57239.85,37512.15,Immediate Delivery,Yellow
18202,59:00.7,CONT-19201,SHIP-23201,Potato,Hyderabad,Lucknow,27.84,54.12,4.23,1590,876.66,28.18,137,72.24,27.76,2433,130,316290,228492.3,87797.7,Reroute,Red
12021,46:00.7,CONT-13020,SHIP-17020,Apple,Bengaluru,Lucknow,13.29,82.73,3.59,1585,1363.66,25.93,208,53.23,46.77,3794,151,572894,304924.4,267969.6,Immediate Delivery,Yellow
26165,07:00.7,CONT-27164,SHIP-31164,Orange,Nagpur,Mumbai,16.82,81.06,5.98,1653,1156.02,33.1,111,63.92,36.08,864,177,152928,97745.93,55182.07,Immediate Delivery,Yellow
15305,04:00.7,CONT-16304,SHIP-20304,Potato,Nagpur,Delhi,12.42,70.56,5.07,918,786.43,16.18,74,40.79,59.21,2458,161,395738,161405.76,234332.24,Immediate Delivery,Yellow
16587,18:00.7,CONT-17586,SHIP-21586,Tomato,Hyderabad,Jaipur,,53.72,3.87,633,368.04,9.48,200,44.7,55.3,4243,106,449758,201020.95,248737.05,Immediate Delivery,Yellow
28369,00:00.7,CONT-29368,SHIP-33368,Potato,Hyderabad,Jaipur,16.59,78.37,2.83,974,97.75,14.78,26,51.39,48.61,3894,161,626934,322199.72,304734.28,Immediate Delivery,Yellow
26960,44:00.7,CONT-27959,SHIP-31959,Potato,Hyderabad,Kolkata,16.38,68.15,4.7,1388,300.95,20.33,106,50.23,49.77,4633,59,273347,137289.26,136057.74,Immediate Delivery,Yellow
18938,33:00.7,CONT-19937,SHIP-23937,Tomato,Nashik,Lucknow,14.74,69.62,3.47,849,167.58,15,221,44.32,55.68,4070,97,394790,174962.25,219827.75,Immediate Delivery,Yellow
2533,40:00.7,CONT-3532,SHIP-7532,Grapes,Bengaluru,Jaipur,,68.46,6.54,1993,1464.19,31.71,196,73.48,26.52,1458,49,71442,52498.06,18943.94,Reroute,Red
28478,38:00.7,CONT-29477,SHIP-33477,Potato,Hyderabad,Ahmedabad,21.16,81.34,1.51,2199,459.62,33.17,90,72.75,27.25,3870,145,561150,408245.21,152904.79,Reroute,Red
3647,28:00.7,CONT-4646,SHIP-8646,Potato,Nashik,Jaipur,8.9,64.41,5.27,2218,397.05,45.44,49,48.83,51.17,2122,91,193102,94293.33,98808.67,Immediate Delivery,Yellow
501,36:00.7,CONT-1500,SHIP-5500,Apple,Bengaluru,Mumbai,16.84,59.53,2.22,1683,1502.96,33.62,76,55.66,44.34,3996,162,647352,360297.81,287054.19,Immediate Delivery,Yellow
12212,13:00.7,CONT-13211,SHIP-17211,Potato,Chennai,Jaipur,18.85,55.82,3.7,2398,283.38,49.81,99,67.91,32.09,2481,175,434175,294868.23,139306.77,Immediate Delivery,Yellow
16558,22:00.7,CONT-17557,SHIP-21557,Tomato,Hyderabad,Kolkata,,58.64,5.46,1565,1113.8,31.19,62,47.76,52.24,2832,44,124608,59515.85,65092.15,Immediate Delivery,Yellow
27566,51:00.7,CONT-28565,SHIP-32565,Mango,Nagpur,Lucknow,22.29,75.32,3.03,908,477.65,16.63,65,62.68,37.32,1247,61,76067,47679.47,28387.53,Immediate Delivery,Yellow
20147,28:00.7,CONT-21146,SHIP-25146,Potato,Bengaluru,Kolkata,16.95,66.57,5.31,1647,198.47,31.83,212,57.62,42.38,3996,112,447552,257887.67,189664.33,Immediate Delivery,Yellow
2099,34:00.7,CONT-3098,SHIP-7098,Potato,Chennai,Lucknow,20.22,59.74,1.68,1641,440.31,27.3,220,58.73,41.27,3847,128,492416,289178.25,203237.75,Immediate Delivery,Yellow
13344,21:00.7,CONT-14343,SHIP-18343,Orange,Bengaluru,Lucknow,18.07,61.04,6.3,675,66.29,11.21,39,45.29,54.71,3510,43,150930,68355,82575,Immediate Delivery,Yellow
23126,46:00.7,CONT-24125,SHIP-28125,Apple,Nashik,Ahmedabad,11.54,69.24,7.24,1731,438.62,36.94,99,50.93,49.07,4345,103,447535,227937.55,219597.45,Immediate Delivery,Yellow
10217,18:00.7,CONT-11216,SHIP-15216,Orange,Nagpur,Ahmedabad,18.25,48.39,3.77,1659,860.75,25.49,52,49.16,50.84,2576,118,303968,149419.83,154548.17,Immediate Delivery,Yellow
13581,46:00.7,CONT-14580,SHIP-18580,Tomato,Chennai,Lucknow,11.75,60.1,3.67,1217,250.03,22.07,92,38.78,61.22,923,155,143065,55475.48,87589.52,Continue,Green
8053,23:00.7,CONT-9052,SHIP-13052,Mango,Nashik,Delhi,16.48,81.54,4.71,222,120.42,3.9,96,45.91,54.09,3383,178,602174,276443.57,325730.43,Immediate Delivery,Yellow
21078,58:00.7,CONT-22077,SHIP-26077,Apple,Nagpur,Kolkata,15.52,59.1,1.58,1811,1307.46,37.38,150,55.11,44.89,4987,121,603427,332578.44,270848.56,Immediate Delivery,Yellow
25689,07:00.7,CONT-26688,SHIP-30688,Grapes,Pune,Delhi,12.8,51.53,5.1,592,48.21,9.43,114,29.87,70.13,3215,46,147890,44171.17,103718.83,Continue,Green
16842,28:00.7,CONT-17841,SHIP-21841,Orange,Nashik,Kolkata,21.09,64.06,5.12,1674,361.89,33.34,101,65.81,34.19,3546,140,496440,326713.26,169726.74,Immediate Delivery,Yellow
18791,31:00.7,CONT-19790,SHIP-23790,Avocado,Chennai,Jaipur,14.8,63.69,4.48,2381,511.32,40.66,64,57.47,42.53,3354,131,439374,252511.48,186862.52,Immediate Delivery,Yellow
29212,16:00.7,CONT-30211,SHIP-34211,Grapes,Chennai,Jaipur,18.35,59.15,3.92,2196,1602.45,38.43,142,61.42,38.58,1850,129,238650,146584.57,92065.43,Immediate Delivery,Yellow
29186,30:00.7,CONT-30185,SHIP-34185,Apple,Chennai,Lucknow,18.75,60.18,3.63,2082,1617.59,45.7,94,66.99,33.01,2553,102,260406,174453.89,85952.11,Immediate Delivery,Yellow
26758,08:00.7,CONT-27757,SHIP-31757,Banana,Hyderabad,Delhi,22.17,57.84,4.34,688,494.59,10.45,196,51.74,48.26,1968,124,244032,126267.26,117764.74,Immediate Delivery,Yellow
9388,23:00.7,CONT-10387,SHIP-14387,Mango,Nagpur,Mumbai,17.81,86.21,3.94,2489,2008.47,37.29,85,70.48,29.52,1589,55,87395,61599.78,25795.22,Reroute,Red
9658,03:00.7,CONT-10657,SHIP-14657,Avocado,Bengaluru,Jaipur,16.38,46.07,4.73,706,132.14,12.66,77,36.79,63.21,913,,41085,15114.23,25970.77,Continue,Green
15890,30:00.7,CONT-16889,SHIP-20889,Grapes,Bengaluru,Delhi,17.31,55.51,1.69,738,612.8,13.08,211,42.67,57.33,2928,163,477264,203664.82,273599.18,Immediate Delivery,Yellow
27705,20:00.7,CONT-28704,SHIP-32704,Mango,Chennai,Ahmedabad,14.88,59.42,3.19,1417,148.12,22.27,89,44.9,55.1,4696,72,338112,151805.72,186306.28,Immediate Delivery,Yellow
27076,23:00.7,CONT-28075,SHIP-32075,Tomato,Chennai,Ahmedabad,17.04,53.13,3.29,2296,1659.59,36.37,160,55.16,44.84,4134,134,553956,305572.84,248383.16,Immediate Delivery,Yellow
4053,17:00.7,CONT-5052,SHIP-9052,Avocado,Hyderabad,Kolkata,18.15,63.51,5.57,978,859.71,14.08,148,48.15,51.85,3414,111,378954,182472.38,196481.62,Immediate Delivery,Yellow
9295,53:00.7,CONT-10294,SHIP-14294,Orange,Hyderabad,Delhi,17.33,74.6,4.05,551,388.51,9.22,37,48.02,51.98,2773,175,485275,233039.39,252235.61,Immediate Delivery,Yellow
24137,32:00.7,CONT-25136,SHIP-29136,Potato,Pune,Delhi,46,96,5.53,692,81.54,9.94,87,52.62,47.38,2526,159,401634,211352.86,190281.14,Immediate Delivery,Yellow
25335,42:00.7,CONT-26334,SHIP-30334,Avocado,Hyderabad,Kolkata,47,97,4.28,372,308.89,5.34,179,43.86,56.14,3827,166,635282,278603.79,356678.21,Immediate Delivery,Yellow
3737,23:00.7,CONT-4736,SHIP-8736,Tomato,Nagpur,Kolkata,19.12,56.05,4,1574,900.51,32.93,213,58.42,41.58,979,93,91047,53188.17,37858.83,Immediate Delivery,Yellow
16722,05:00.7,CONT-17721,SHIP-21721,Grapes,Chennai,Delhi,9.19,59.78,3.09,1659,1067.84,33.73,138,40.53,59.47,3814,44,167816,68010.81,99805.19,Immediate Delivery,Yellow
25161,15:00.7,CONT-26160,SHIP-30160,Tomato,Nashik,Kolkata,19.83,46.83,2.24,889,564.59,15.92,31,45.94,54.06,3153,103,324759,149196.42,175562.58,Immediate Delivery,Yellow
21613,58:00.7,CONT-22612,SHIP-26612,Orange,Chennai,Lucknow,15.67,57.24,5.93,1645,244.39,27.37,146,48.66,51.34,658,48,31584,15367.94,16216.06,Immediate Delivery,Yellow
14048,23:00.7,CONT-15047,SHIP-19047,Tomato,Nashik,Mumbai,13.17,59.24,1.49,2261,276.71,47.29,171,56.4,43.6,4276,74,316424,178471.8,137952.2,Immediate Delivery,Yellow
15502,25:00.7,CONT-16501,SHIP-20501,Orange,Hyderabad,Ahmedabad,22.96,65.83,4.66,1095,259.57,20.96,77,62.82,37.18,3556,79,280924,176472.67,104451.33,Immediate Delivery,Yellow
26934,56:00.7,CONT-27933,SHIP-31933,Orange,Hyderabad,Kolkata,17.63,69.13,4.52,1568,1231.08,23.86,219,55.23,44.77,2048,136,278528,153832.8,124695.2,Immediate Delivery,Yellow
2756,32:00.7,CONT-3755,SHIP-7755,Apple,Bengaluru,Jaipur,22.63,68.86,2.12,1521,1031.35,24.42,205,65.45,34.55,4721,73,344633,225546.69,119086.31,Immediate Delivery,Yellow
3213,45:00.7,CONT-4212,SHIP-8212,Mango,Chennai,Ahmedabad,19.95,49.11,4.25,1336,1113.29,28.51,141,54.65,45.35,3202,93,297786,162754.27,135031.73,Immediate Delivery,Yellow
25947,50:00.7,CONT-26946,SHIP-30946,Orange,Nashik,Ahmedabad,12.08,83.56,3.03,1664,193.83,28.65,111,52.78,47.22,3042,177,538434,284199.35,254234.65,Immediate Delivery,Yellow
15331,00:00.7,CONT-16330,SHIP-20330,Avocado,Bengaluru,Mumbai,20.39,60.19,4.27,561,476.91,9.82,70,48.74,51.26,2301,132,303732,148036.34,155695.66,Immediate Delivery,Yellow
25320,22:00.7,CONT-26319,SHIP-30319,Mango,Pune,Jaipur,18.99,68.63,4.34,1629,208.54,27.56,57,59.96,40.04,1413,91,128583,77103.38,51479.62,Immediate Delivery,Yellow
28846,52:00.7,CONT-29845,SHIP-33845,Mango,Chennai,Jaipur,18.57,42.41,6.09,1277,202.26,28.34,218,49.11,50.89,3692,144,531648,261092.44,270555.56,Immediate Delivery,Yellow
8409,16:00.7,CONT-9408,SHIP-13408,Grapes,Bengaluru,Ahmedabad,11.98,74.68,4.07,954,777.78,16.1,239,41.49,58.51,1737,125,217125,90080.79,127044.21,Immediate Delivery,Yellow
4722,34:00.7,CONT-5721,SHIP-9721,Avocado,Chennai,Jaipur,16.34,66.83,3.71,1375,1079.25,28.91,212,54.75,45.25,2938,155,455390,249330.87,206059.13,Immediate Delivery,Yellow
12440,40:00.7,CONT-13439,SHIP-17439,Tomato,Nagpur,Mumbai,14.05,74.91,4.01,702,460.81,13.03,152,43.88,56.12,2544,48,122112,53585.42,68526.58,Immediate Delivery,Yellow
11465,24:00.7,CONT-12464,SHIP-16464,Avocado,Hyderabad,Lucknow,23.12,50.63,4.18,2306,463.1,42.25,173,69.84,30.16,999,136,135864,94887.8,40976.2,Immediate Delivery,Yellow
5966,56:00.7,CONT-6965,SHIP-10965,Tomato,Chennai,Kolkata,21.84,51.02,3.21,733,357.57,11.43,71,48.94,51.06,3178,69,219282,107315.95,111966.05,Immediate Delivery,Yellow
11585,54:00.7,CONT-12584,SHIP-16584,Orange,Pune,Delhi,17.43,72.88,3.51,2166,848.32,36.41,134,63.85,36.15,1914,50,95700,61103.14,34596.86,Immediate Delivery,Yellow
8255,01:00.7,CONT-9254,SHIP-13254,Mango,Nashik,Delhi,19.98,57.15,4.09,1236,718.24,24.67,227,55.62,44.38,4558,178,811324,451260.56,360063.44,Immediate Delivery,Yellow
24572,12:00.7,CONT-25571,SHIP-29571,Grapes,Chennai,Ahmedabad,14.36,49.75,4.57,2475,2191.62,35.37,27,47.84,52.16,2482,117,290394,138918.44,151475.56,Immediate Delivery,Yellow
19565,40:00.7,CONT-20564,SHIP-24564,Mango,Nagpur,Jaipur,19.37,62.83,3.32,1215,832.99,26.69,153,57.89,42.11,821,146,119866,69389.23,50476.77,Immediate Delivery,Yellow
4097,21:00.7,CONT-5096,SHIP-9096,Avocado,Chennai,Delhi,17.39,63.72,2.43,774,628.7,13.03,183,46.08,53.92,2909,98,285082,131355.98,153726.02,Immediate Delivery,Yellow
6460,38:00.7,CONT-7459,SHIP-11459,Mango,Pune,Lucknow,14.93,76.16,2.92,418,356.86,6.01,42,41.92,58.08,1816,94,170704,71566.71,99137.29,Immediate Delivery,Yellow
25501,21:00.7,CONT-26500,SHIP-30500,Apple,Nagpur,Kolkata,19.4,79.62,3.42,952,646.01,15.83,35,58.15,41.85,1401,133,186333,108348.35,77984.65,Immediate Delivery,Yellow
1566,20:00.7,CONT-2565,SHIP-6565,Banana,Pune,Mumbai,21.4,64.2,4.04,1083,274.25,17.49,181,56.96,43.04,2794,81,226314,128916.18,97397.82,Immediate Delivery,Yellow
7712,44:00.7,CONT-8711,SHIP-12711,Banana,Chennai,Kolkata,18.75,67.46,5.26,1026,765.83,17.98,171,53.27,46.73,1702,89,151478,80687.58,70790.42,Immediate Delivery,Yellow
23673,22:00.7,CONT-24672,SHIP-28672,Apple,Pune,Delhi,19.36,76.96,3,1677,1290.33,26.2,204,63.22,36.78,1390,153,212670,134444.35,78225.65,Immediate Delivery,Yellow
26365,01:00.7,CONT-27364,SHIP-31364,Avocado,Chennai,Kolkata,19.66,88.98,3.88,1731,1410.66,26.11,231,68.57,31.43,1623,56,90888,62321.59,28566.41,Immediate Delivery,Yellow
28699,21:00.7,CONT-29698,SHIP-33698,Orange,Hyderabad,Lucknow,12.38,81.09,5.02,256,86.96,3.94,96,37.56,62.44,2054,122,250588,94131.74,156456.26,Continue,Green
7112,40:00.7,CONT-8111,SHIP-12111,Orange,Hyderabad,Mumbai,18.32,52.68,2.88,1099,457.31,20.1,238,47.78,52.22,3669,163,598047,285721.62,312325.38,Immediate Delivery,Yellow
21841,04:00.7,CONT-22840,SHIP-26840,Grapes,Nagpur,Lucknow,19.55,64.42,2.11,2441,807.92,44.14,96,69.36,30.64,4908,148,726384,503803.84,222580.16,Immediate Delivery,Yellow
15780,07:00.7,CONT-16779,SHIP-20779,Potato,Chennai,Delhi,18.23,47.4,5.01,200,169.85,3.56,228,35.56,64.44,4707,75,353025,125547.63,227477.37,Continue,Green
28447,47:00.7,CONT-29446,SHIP-33446,Banana,Chennai,Ahmedabad,23.6,77.1,2.1,1477,900.7,21.5,209,68.94,31.06,4307,63,271341,187055.19,84285.81,Immediate Delivery,Yellow
